;goals_goal_id;goals_team_id;goals_player_id;goals_player_team_id;goals_minute_label;goals_minute_regulation;goals_minute_stoppage;goals_match_period;goals_own_goal;goals_penalty
2919;G-2855;T-17;P-11307;T-17;84';84;0;second half;0;0
2920;G-2854;T-17;P-97912;T-17;57';57;0;second half;0;0
2921;G-2852;T-84;P-59138;T-84;24';24;0;first half;0;1
2922;G-2853;T-17;P-70812;T-17;54';54;0;second half;0;0
2923;G-2857;T-28;P-06678;T-28;37';37;0;first half;0;0
2924;G-2856;T-41;P-37848;T-41;35';35;0;first half;0;0
2925;G-2858;T-41;P-16785;T-41;50';50;0;second half;0;0
2926;G-2860;T-42;P-84532;T-42;64';64;0;second half;0;0
2927;G-2859;T-44;P-33175;T-44;16';16;0;first half;0;0
2928;G-2861;T-42;P-33586;T-42;66';66;0;second half;0;0
2929;G-2862;T-25;P-75912;T-25;22';22;0;first half;0;0
2930;G-2863;T-75;P-51579;T-75;48';48;0;second half;0;0
2931;G-2864;T-75;P-07180;T-75;90'+3';90;3;second half, stoppage time;0;0
2932;G-2867;T-30;P-35408;T-30;72';72;0;second half;0;0
2933;G-2865;T-30;P-35408;T-30;45';45;0;first half;0;1
2934;G-2866;T-30;P-93059;T-35;48';48;0;second half;1;0
2935;G-2870;T-08;P-43723;T-08;85';85;0;second half;0;0
2936;G-2869;T-03;P-14758;T-03;65';65;0;second half;0;0
2937;G-2868;T-03;P-96934;T-08;3';3;0;first half;1;0
2938;G-2873;T-31;P-28154;T-31;45'+1';45;1;first half, stoppage time;0;0
2939;G-2871;T-31;P-28154;T-31;12';12;0;first half;0;1
2940;G-2874;T-31;P-28154;T-31;78';78;0;second half;0;0
2941;G-2872;T-31;P-81447;T-31;32';32;0;first half;0;0
2942;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2943;G-2875;T-83;P-18672;T-83;1';1;0;first half;0;0
2944;G-2877;T-83;P-41262;T-83;86';86;0;second half;0;0
2945;G-2876;T-32;P-01945;T-32;82';82;0;second half;0;0
2946;G-2878;T-01;P-12165;T-01;25';25;0;first half;0;1
2947;G-2879;T-06;P-63363;T-06;70';70;0;second half;0;0
2948;G-2880;T-06;P-84852;T-06;80';80;0;second half;0;0
2949;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2950;G-2881;T-71;P-71308;T-71;68';68;0;second half;0;0
2951;G-2882;T-62;P-89971;T-62;74';74;0;second half;0;0
2952;G-2883;T-48;P-23705;T-48;20';20;0;first half;0;0
2953;G-2884;T-04;P-44926;T-04;21';21;0;first half;0;0
2954;G-2887;T-48;P-27540;T-48;68';68;0;second half;0;0
2955;G-2885;T-04;P-37275;T-04;54';54;0;second half;0;1
2956;G-2886;T-48;P-99934;T-48;58';58;0;second half;0;0
2957;G-2888;T-13;P-36808;T-13;20';20;0;first half;0;0
2958;G-2889;T-13;P-22391;T-13;43';43;0;first half;0;0
2959;G-2890;T-18;P-13265;T-18;11';11;0;first half;0;0
2960;G-2891;T-18;P-93884;T-18;48';48;0;second half;0;0
2961;G-2892;T-18;P-25745;T-18;61';61;0;second half;0;0
2962;G-2893;T-18;P-25745;T-18;73';73;0;second half;0;0
2963;G-2895;T-16;P-14499;T-16;70';70;0;second half;0;0
2964;G-2894;T-16;P-89392;T-16;64';64;0;second half;0;0
2965;G-2896;T-42;P-33586;T-42;73';73;0;second half;0;0
2966;G-2897;T-84;P-30486;T-84;39';39;0;first half;0;0
2967;G-2898;T-28;P-99967;T-28;75';75;0;second half;0;0
2968;G-2899;T-84;P-30486;T-84;85';85;0;second half;0;0
2969;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2970;G-2900;T-17;P-99590;T-17;44';44;0;first half;0;0
2971;G-2901;T-30;P-89750;T-30;17';17;0;first half;0;0
2972;G-2902;T-30;P-04964;T-30;18';18;0;first half;0;0
2973;G-2904;T-30;P-35408;T-30;67';67;0;second half;0;0
2974;G-2907;T-75;P-77224;T-75;87';87;0;second half;0;0
2975;G-2903;T-30;P-84312;T-30;40';40;0;first half;0;0
2976;G-2905;T-30;P-07870;T-30;73';73;0;second half;0;0
2977;G-2906;T-75;P-35818;T-75;81';81;0;second half;0;0
2978;G-2909;T-25;P-75912;T-25;34';34;0;first half;0;0
2979;G-2908;T-35;P-38682;T-35;31';31;0;first half;0;0
2980;G-2910;T-25;P-75912;T-25;65';65;0;second half;0;0
2981;G-2911;T-03;P-14758;T-03;90'+1';90;1;second half, stoppage time;0;0
2982;G-2914;T-32;P-38556;T-32;63';63;0;second half;0;0
2983;G-2912;T-31;P-63673;T-31;51';51;0;second half;0;0
2984;G-2913;T-32;P-01945;T-32;54';54;0;second half;0;0
2985;G-2915;T-31;P-27787;T-31;71';71;0;second half;0;0
2986;G-2916;T-50;P-70006;T-50;29';29;0;first half;0;0
2987;G-2917;T-06;P-77619;T-06;88';88;0;second half;0;0
2988;G-2919;T-01;P-19453;T-01;28';28;0;first half;0;0
2989;G-2918;T-01;P-59199;T-01;26';26;0;first half;0;0
2990;G-2923;T-71;P-47440;T-71;72';72;0;second half;0;0
2991;G-2920;T-01;P-59147;T-01;38';38;0;first half;0;0
2992;G-2921;T-71;P-77335;T-71;50';50;0;second half;0;0
2993;G-2922;T-01;P-24983;T-01;62';62;0;second half;0;0
2994;G-2925;T-83;P-10072;T-83;64';64;0;second half;0;0
2995;G-2927;T-58;P-25600;T-58;90'+5';90;5;second half, stoppage time;0;0
2996;G-2924;T-58;P-78296;T-58;5';5;0;first half;0;0
2997;G-2926;T-83;P-18672;T-83;81';81;0;second half;0;0
2998;G-2928;T-73;P-49097;T-73;36';36;0;first half;0;0
2999;G-2930;T-73;P-47597;T-73;82';82;0;second half;0;0
3000;G-2929;T-73;P-71661;T-73;69';69;0;second half;0;0
3001;G-2931;T-48;P-20877;T-48;77';77;0;second half;0;0
3002;G-2932;T-48;P-27540;T-48;90'+2';90;2;second half, stoppage time;0;0
3003;G-2937;T-09;P-41758;T-09;84';84;0;second half;0;0
3004;G-2936;T-09;P-54042;T-09;49';49;0;second half;0;0
3005;G-2933;T-09;P-87008;T-09;17';17;0;first half;0;0
3006;G-2934;T-11;P-47974;T-11;26';26;0;first half;0;0
3007;G-2935;T-09;P-87008;T-09;35';35;0;first half;0;0
3008;G-2939;T-46;P-40312;T-46;75';75;0;second half;0;0
3009;G-2940;T-46;P-36515;T-46;82';82;0;second half;0;0
3010;G-2941;T-18;P-93884;T-18;87';87;0;second half;0;0
3011;G-2938;T-46;P-44763;T-46;72';72;0;second half;0;0
3012;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3013;G-2942;T-84;P-78440;T-84;81';81;0;second half;0;0
3014;G-2946;T-16;P-01068;T-16;82';82;0;second half;0;0
3015;G-2947;T-16;P-89392;T-16;90';90;0;second half;0;0
3016;G-2943;T-16;P-83216;T-16;17';17;0;first half;0;1
3017;G-2944;T-44;P-84807;T-44;45'+1';45;1;first half, stoppage time;0;0
3018;G-2945;T-16;P-01068;T-16;55';55;0;second half;0;0
3019;G-2948;T-33;P-30845;T-33;42';42;0;first half;0;0
3020;G-2950;T-33;P-58348;T-33;90'+3';90;3;second half, stoppage time;0;1
3021;G-2949;T-42;P-84532;T-42;74';74;0;second half;0;0
3022;G-2952;T-08;P-19478;T-08;59';59;0;second half;0;0
3023;G-2954;T-08;P-35118;T-08;83';83;0;second half;0;0
3024;G-2953;T-38;P-85324;T-38;82';82;0;second half;0;0
3025;G-2951;T-08;P-31839;T-08;23';23;0;first half;0;0
3026;G-2955;T-03;P-14758;T-03;3';3;0;first half;0;0
3027;G-2956;T-50;P-19591;T-50;4';4;0;first half;0;0
3028;G-2959;T-03;P-18222;T-03;50';50;0;second half;0;0
3029;G-2957;T-03;P-14758;T-03;45'+1';45;1;first half, stoppage time;0;0
3030;G-2958;T-50;P-19591;T-50;47';47;0;second half;0;0
3031;G-2961;T-75;P-39460;T-75;31';31;0;first half;0;0
3032;G-2960;T-75;P-39460;T-75;6';6;0;first half;0;0
3033;G-2962;T-75;P-39460;T-75;71';71;0;second half;0;0
3034;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3035;G-2964;T-32;P-38556;T-32;57';57;0;second half;0;0
3036;G-2965;T-58;P-70442;T-58;80';80;0;second half;0;0
3037;G-2963;T-58;P-06024;T-32;31';31;0;first half;1;0
3038;G-2966;T-31;P-28154;T-31;55';55;0;second half;0;0
3039;G-2968;T-01;P-59199;T-01;60';60;0;second half;0;0
3040;G-2967;T-62;P-67113;T-62;6';6;0;first half;0;0
3041;G-2969;T-06;P-64049;T-06;78';78;0;second half;0;0
3042;G-2970;T-09;P-87449;T-09;18';18;0;first half;0;0
3043;G-2971;T-13;P-30014;T-13;32';32;0;first half;0;0
3044;G-2972;T-16;P-89392;T-16;28';28;0;first half;0;0
3045;G-2973;T-16;P-89392;T-16;50';50;0;second half;0;0
3046;G-2974;T-46;P-77047;T-46;48';48;0;second half;0;0
3047;G-2975;T-48;P-51336;T-48;88';88;0;second half;0;0
3048;G-2976;T-48;P-64344;T-48;90'+4';90;4;second half, stoppage time;0;1
3049;G-2978;T-33;P-11436;T-33;90'+1';90;1;second half, stoppage time;0;0
3050;G-2977;T-17;P-99590;T-17;52';52;0;second half;0;0
3051;G-2980;T-30;P-64104;T-50;90'+2';90;2;second half, stoppage time;1;0
3052;G-2979;T-30;P-17509;T-30;79';79;0;second half;0;0
3053;G-2981;T-31;P-46979;T-31;92';92;0;extra time, first half;0;0
3054;G-2983;T-01;P-59147;T-01;120'+1';120;1;extra time, second half, stoppage time;0;0
3055;G-2982;T-31;P-12818;T-31;120';120;0;extra time, second half;0;0
3056;G-2984;T-03;P-42113;T-03;118';118;0;extra time, second half;0;0
3057;G-2987;T-83;P-91438;T-83;107';107;0;extra time, second half;0;0
3058;G-2986;T-06;P-72637;T-06;105';105;0;extra time, first half;0;0
3059;G-2985;T-06;P-48955;T-06;93';93;0;extra time, first half;0;0
3060;G-2988;T-31;P-81447;T-31;13';13;0;first half;0;0
3061;G-2990;T-09;P-87449;T-09;69';69;0;second half;0;0
3062;G-2989;T-09;P-32798;T-09;7';7;0;first half;0;0
3063;G-2991;T-16;P-89392;T-16;80';80;0;second half;0;1
3064;G-2992;T-03;P-29398;T-03;8';8;0;first half;0;0
3065;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3066;G-2997;T-31;P-13029;T-31;29';29;0;first half;0;0
3067;G-2995;T-31;P-39356;T-31;24';24;0;first half;0;0
3068;G-2996;T-31;P-39356;T-31;26';26;0;first half;0;0
3069;G-2999;T-31;P-46979;T-31;79';79;0;second half;0;0
3070;G-2994;T-31;P-27787;T-31;23';23;0;first half;0;0
3071;G-2993;T-31;P-28154;T-31;11';11;0;first half;0;0
3072;G-2998;T-31;P-46979;T-31;69';69;0;second half;0;0
3073;G-3000;T-09;P-37239;T-09;90';90;0;second half;0;0
3074;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3075;G-3003;T-48;P-85698;T-48;90'+1';90;1;second half, stoppage time;0;0
3076;G-3002;T-48;P-39861;T-48;17';17;0;first half;0;0
3077;G-3001;T-48;P-99934;T-48;3';3;0;first half;0;1
3078;G-3004;T-31;P-63673;T-31;113';113;0;extra time, second half;0;0
3079;G-3005;T-12;P-97813;T-12;90'+2';90;2;second half, stoppage time;0;1
3080;G-3006;T-48;P-00336;T-48;33';33;0;first half;0;0
3081;G-3010;T-53;P-20831;T-53;68';68;0;second half;0;0
3082;G-3007;T-53;P-29694;T-53;15';15;0;first half;0;0
3083;G-3008;T-53;P-09212;T-53;29';29;0;first half;0;0
3084;G-3009;T-53;P-09212;T-53;34';34;0;first half;0;0
3085;G-3016;T-31;P-30564;T-31;64';64;0;second half;0;0
3086;G-3013;T-31;P-30564;T-31;29';29;0;first half;0;0
3087;G-3015;T-31;P-30564;T-31;35';35;0;first half;0;0
3088;G-3011;T-31;P-66612;T-31;3';3;0;first half;0;0
3089;G-3014;T-31;P-66612;T-31;31';31;0;first half;0;0
3090;G-3017;T-31;P-47092;T-31;71';71;0;second half;0;0
3091;G-3020;T-31;P-80216;T-31;85';85;0;second half;0;0
3092;G-3012;T-31;P-66612;T-31;14';14;0;first half;0;0
3093;G-3019;T-31;P-39260;T-31;79';79;0;second half;0;0
3094;G-3018;T-31;P-29896;T-31;75';75;0;second half;0;0
3095;G-3021;T-74;P-67645;T-50;21';21;0;first half;1;0
3096;G-3026;T-50;P-86061;T-50;87';87;0;second half;0;0
3097;G-3024;T-50;P-59598;T-50;53';53;0;second half;0;0
3098;G-3023;T-50;P-22604;T-50;50';50;0;second half;0;0
3099;G-3022;T-74;P-52228;T-74;31';31;0;first half;0;0
3100;G-3025;T-74;P-10056;T-74;60';60;0;second half;0;0
3101;G-3032;T-11;P-18928;T-11;90'+4';90;4;second half, stoppage time;0;1
3102;G-3030;T-11;P-18928;T-11;73';73;0;second half;0;0
3103;G-3031;T-11;P-24905;T-11;79';79;0;second half;0;1
3104;G-3027;T-11;P-43002;T-11;34';34;0;first half;0;0
3105;G-3029;T-11;P-22573;T-11;44';44;0;first half;0;1
3106;G-3028;T-11;P-18928;T-11;36';36;0;first half;0;0
3107;G-3034;T-04;P-83079;T-04;27';27;0;first half;0;0
3108;G-3036;T-83;P-09273;T-83;78';78;0;second half;0;0
3109;G-3033;T-83;P-09273;T-83;12';12;0;first half;0;0
3110;G-3035;T-83;P-79931;T-83;61';61;0;second half;0;0
3111;G-3037;T-44;P-04310;T-44;29';29;0;first half;0;1
3112;G-3038;T-30;P-70239;T-30;29';29;0;first half;0;0
3113;G-3040;T-17;P-08309;T-17;14';14;0;first half;0;0
3114;G-3039;T-73;P-10289;T-73;13';13;0;first half;0;0
3115;G-3041;T-46;P-32979;T-46;36';36;0;first half;0;0
3116;G-3042;T-16;P-24999;T-16;82';82;0;second half;0;0
3117;G-3043;T-09;P-19610;T-09;33';33;0;first half;0;0
3118;G-3044;T-09;P-07458;T-09;53';53;0;second half;0;1
3119;G-3045;T-14;P-59654;T-14;90'+1';90;1;second half, stoppage time;0;0
3120;G-3046;T-31;P-30564;T-31;6';6;0;first half;0;0
3121;G-3047;T-53;P-74073;T-53;61';61;0;second half;0;0
3122;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3123;G-3052;T-42;P-06222;T-42;88';88;0;second half;0;0
3124;G-3049;T-76;P-42972;T-76;26';26;0;first half;0;0
3125;G-3048;T-42;P-26065;T-42;4';4;0;first half;0;0
3126;G-3051;T-76;P-34796;T-76;75';75;0;second half;0;0
3127;G-3050;T-76;P-42972;T-76;45'+3';45;3;first half, stoppage time;0;0
3128;G-3053;T-75;P-18236;T-25;24';24;0;first half;1;0
3129;G-3060;T-25;P-18236;T-25;64';64;0;second half;0;1
3130;G-3063;T-75;P-61487;T-75;81';81;0;second half;0;0
3131;G-3057;T-75;P-28291;T-75;52';52;0;second half;0;0
3132;G-3056;T-75;P-28291;T-75;49';49;0;second half;0;0
3133;G-3055;T-75;P-28291;T-75;47';47;0;second half;0;0
3134;G-3061;T-75;P-18236;T-25;71';71;0;second half;1;0
3135;G-3062;T-75;P-15441;T-75;76';76;0;second half;0;0
3136;G-3059;T-75;P-61487;T-75;61';61;0;second half;0;0
3137;G-3054;T-75;P-25824;T-75;45'+2';45;2;first half, stoppage time;0;0
3138;G-3058;T-75;P-61487;T-75;60';60;0;second half;0;1
3139;G-3064;T-04;P-77133;T-04;29';29;0;first half;0;0
3140;G-3065;T-04;P-77133;T-04;68';68;0;second half;0;0
3141;G-3066;T-44;P-75658;T-44;6';6;0;first half;0;0
3142;G-3068;T-11;P-69986;T-11;90';90;0;second half;0;0
3143;G-3067;T-44;P-34571;T-44;17';17;0;first half;0;0
3144;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3145;G-3069;T-16;P-24913;T-16;19';19;0;first half;0;0
3146;G-3070;T-16;P-76437;T-16;90'+3';90;3;second half, stoppage time;0;0
3147;G-3071;T-09;P-91993;T-09;44';44;0;first half;0;0
3148;G-3072;T-28;P-61922;T-28;71';71;0;second half;0;0
3149;G-3073;T-28;P-34666;T-28;82';82;0;second half;0;0
3150;G-3074;T-46;P-33442;T-46;90'+1';90;1;second half, stoppage time;0;0
3151;G-3076;T-71;P-08264;T-71;21';21;0;first half;0;1
3152;G-3075;T-17;P-83648;T-17;17';17;0;first half;0;0
3153;G-3077;T-71;P-83266;T-71;25';25;0;first half;0;0
3154;G-3078;T-17;P-87850;T-17;89';89;0;second half;0;0
3155;G-3082;T-31;P-29896;T-31;73';73;0;second half;0;0
3156;G-3081;T-31;P-27184;T-31;58';58;0;second half;0;0
3157;G-3079;T-31;P-17418;T-31;24';24;0;first half;0;0
3158;G-3080;T-31;P-27184;T-31;56';56;0;second half;0;0
3159;G-3086;T-42;P-26065;T-42;71';71;0;second half;0;0
3160;G-3083;T-53;P-20831;T-53;6';6;0;first half;0;0
3161;G-3084;T-53;P-20831;T-53;62';62;0;second half;0;0
3162;G-3085;T-53;P-70069;T-53;67';67;0;second half;0;0
3163;G-3089;T-14;P-40014;T-14;60';60;0;second half;0;0
3164;G-3090;T-49;P-44115;T-49;64';64;0;second half;0;0
3165;G-3088;T-14;P-59654;T-14;41';41;0;first half;0;1
3166;G-3087;T-49;P-44826;T-49;28';28;0;first half;0;0
3167;G-3091;T-12;P-67881;T-12;10';10;0;first half;0;0
3168;G-3092;T-48;P-98141;T-48;87';87;0;second half;0;0
3169;G-3093;T-75;P-96874;T-75;24';24;0;first half;0;0
3170;G-3095;T-11;P-43002;T-11;62';62;0;second half;0;0
3171;G-3094;T-11;P-24905;T-11;47';47;0;second half;0;0
3172;G-3096;T-44;P-20246;T-44;5';5;0;first half;0;0
3173;G-3097;T-83;P-89236;T-83;45';45;0;first half;0;0
3174;G-3099;T-74;P-27729;T-74;15';15;0;first half;0;0
3175;G-3098;T-04;P-83079;T-04;5';5;0;first half;0;0
3176;G-3100;T-28;P-34666;T-28;15';15;0;first half;0;0
3177;G-3102;T-16;P-24913;T-16;90'+4';90;4;second half, stoppage time;0;0
3178;G-3101;T-28;P-10986;T-28;38';38;0;first half;0;1
3179;G-3105;T-30;P-70239;T-30;13';13;0;first half;0;0
3180;G-3107;T-30;P-64050;T-30;80';80;0;second half;0;0
3181;G-3103;T-30;P-89379;T-30;1';1;0;first half;0;0
3182;G-3104;T-30;P-13965;T-46;9';9;0;first half;1;0
3183;G-3106;T-30;P-70239;T-30;36';36;0;first half;0;0
3184;G-3109;T-71;P-35864;T-71;53';53;0;second half;0;0
3185;G-3108;T-73;P-37281;T-73;29';29;0;first half;0;0
3186;G-3110;T-71;P-78430;T-71;78';78;0;second half;0;0
3187;G-3111;T-09;P-11773;T-09;83';83;0;second half;0;0
3188;G-3112;T-31;P-30564;T-31;24';24;0;first half;0;0
3189;G-3114;T-31;P-66612;T-31;78';78;0;second half;0;0
3190;G-3113;T-31;P-66612;T-31;36';36;0;first half;0;1
3191;G-3116;T-31;P-84273;T-31;88';88;0;second half;0;0
3192;G-3115;T-74;P-10056;T-74;82';82;0;second half;0;0
3193;G-3117;T-14;P-40014;T-14;12';12;0;first half;0;0
3194;G-3118;T-04;P-77133;T-04;80';80;0;second half;0;0
3195;G-3119;T-30;P-89379;T-30;4';4;0;first half;0;0
3196;G-3120;T-30;P-00064;T-30;8';8;0;first half;0;0
3197;G-3121;T-30;P-89379;T-30;48';48;0;second half;0;0
3198;G-3122;T-12;P-31118;T-12;52';52;0;second half;0;0
3199;G-3123;T-53;P-70069;T-53;54';54;0;second half;0;0
3200;G-3125;T-28;P-23779;T-28;76';76;0;second half;0;0
3201;G-3124;T-28;P-30706;T-28;61';61;0;second half;0;0
3202;G-3126;T-83;P-37034;T-83;53';53;0;second half;0;0
3203;G-3127;T-83;P-62104;T-83;66';66;0;second half;0;1
3204;G-3128;T-44;P-66148;T-44;10';10;0;first half;0;0
3205;G-3129;T-44;P-99210;T-44;78';78;0;second half;0;0
3206;G-3130;T-48;P-98141;T-48;90'+2';90;2;second half, stoppage time;0;0
3207;G-3131;T-30;P-63892;T-30;64';64;0;second half;0;0
3208;G-3132;T-31;P-66612;T-31;84';84;0;second half;0;1
3209;G-3133;T-83;P-62104;T-83;51';51;0;second half;0;0
3210;G-3134;T-44;P-26643;T-44;87';87;0;second half;0;0
3211;G-3137;T-12;P-97813;T-12;42';42;0;first half;0;0
3212;G-3135;T-28;P-57382;T-28;11';11;0;first half;0;0
3213;G-3136;T-28;P-23779;T-28;14';14;0;first half;0;0
3214;G-3139;T-83;P-72568;T-83;84';84;0;second half;0;0
3215;G-3138;T-83;P-62104;T-83;69';69;0;second half;0;1
3216;G-3141;T-28;P-10986;T-28;40';40;0;first half;0;1
3217;G-3140;T-44;P-04310;T-44;33';33;0;first half;0;1
3218;G-3142;T-44;P-69145;T-28;90'+2';90;2;second half, stoppage time;1;0
3219;G-3143;T-28;P-10986;T-28;108';108;0;extra time, second half;0;1
3220;G-3145;T-83;P-62104;T-83;5';5;0;first half;0;0
3221;G-3146;T-83;P-81449;T-83;14';14;0;first half;0;0
3222;G-3144;T-83;P-62104;T-83;3';3;0;first half;0;0
3223;G-3150;T-83;P-35525;T-83;54';54;0;second half;0;0
3224;G-3147;T-83;P-62104;T-83;16';16;0;first half;0;0
3225;G-3148;T-44;P-20246;T-44;27';27;0;first half;0;0
3226;G-3149;T-44;P-65433;T-83;52';52;0;second half;1;0
3227;G-3153;T-62;P-37840;T-62;71';71;0;second half;0;0
3228;G-3152;T-62;P-43675;T-62;43';43;0;first half;0;0
3229;G-3154;T-62;P-43675;T-62;90'+1';90;1;second half, stoppage time;0;0
3230;G-3155;T-62;P-22778;T-62;90'+4';90;4;second half, stoppage time;0;0
3231;G-3151;T-62;P-20571;T-62;12';12;0;first half;0;0
3232;G-3156;T-84;P-65659;T-84;89';89;0;second half;0;0
3233;G-3157;T-38;P-60872;T-47;90'+5';90;5;second half, stoppage time;1;0
3234;G-3163;T-58;P-70442;T-58;88';88;0;second half;0;0
3235;G-3161;T-73;P-02231;T-73;55';55;0;second half;0;0
3236;G-3160;T-58;P-70442;T-58;44';44;0;first half;0;0
3237;G-3162;T-73;P-15848;T-73;58';58;0;second half;0;0
3238;G-3159;T-73;P-02231;T-73;24';24;0;first half;0;0
3239;G-3158;T-58;P-70442;T-58;4';4;0;first half;0;1
3240;G-3165;T-04;P-37275;T-04;62';62;0;second half;0;1
3241;G-3166;T-30;P-51118;T-04;81';81;0;second half;1;0
3242;G-3164;T-30;P-90908;T-30;58';58;0;second half;0;1
3243;G-3168;T-37;P-70085;T-37;23';23;0;first half;0;0
3244;G-3167;T-03;P-36870;T-03;19';19;0;first half;0;0
3245;G-3169;T-22;P-08442;T-22;59';59;0;second half;0;0
3246;G-3171;T-18;P-29491;T-18;71';71;0;second half;0;1
3247;G-3170;T-18;P-62455;T-50;32';32;0;first half;1;0
3248;G-3172;T-66;P-33059;T-66;56';56;0;second half;0;0
3249;G-3173;T-46;P-24705;T-46;35';35;0;first half;0;0
3250;G-3174;T-09;P-37171;T-09;20';20;0;first half;0;0
3251;G-3175;T-75;P-71840;T-75;50';50;0;second half;0;0
3252;G-3176;T-74;P-34998;T-74;65';65;0;second half;0;1
3253;G-3177;T-06;P-84852;T-06;47';47;0;second half;0;0
3254;G-3179;T-06;P-72637;T-06;75';75;0;second half;0;0
3255;G-3178;T-06;P-72637;T-06;69';69;0;second half;0;0
3256;G-3180;T-28;P-58924;T-28;11';11;0;first half;0;0
3257;G-3182;T-28;P-58924;T-28;90'+1';90;1;second half, stoppage time;0;0
3258;G-3181;T-79;P-90867;T-79;35';35;0;first half;0;1
3259;G-3183;T-44;P-36964;T-44;6';6;0;first half;0;1
3260;G-3185;T-44;P-23371;T-44;73';73;0;second half;0;0
3261;G-3184;T-16;P-14499;T-16;39';39;0;first half;0;0
3262;G-3187;T-65;P-23774;T-65;60';60;0;second half;0;0
3263;G-3186;T-65;P-40820;T-57;37';37;0;first half;1;0
3264;G-3188;T-57;P-45449;T-57;86';86;0;second half;0;0
3265;G-3191;T-62;P-37840;T-62;62';62;0;second half;0;0
3266;G-3190;T-62;P-43675;T-62;59';59;0;second half;0;0
3267;G-3189;T-62;P-44093;T-26;47';47;0;second half;1;0
3268;G-3192;T-26;P-75890;T-26;73';73;0;second half;0;1
3269;G-3193;T-58;P-70442;T-58;4';4;0;first half;0;0
3270;G-3194;T-84;P-30486;T-84;23';23;0;first half;0;0
3271;G-3195;T-73;P-02231;T-73;54';54;0;second half;0;0
3272;G-3197;T-04;P-37275;T-04;38';38;0;first half;0;1
3273;G-3196;T-22;P-50104;T-22;7';7;0;first half;0;0
3274;G-3198;T-30;P-64077;T-30;34';34;0;first half;0;0
3275;G-3200;T-18;P-29491;T-18;80';80;0;second half;0;0
3276;G-3199;T-18;P-44463;T-18;53';53;0;second half;0;0
3277;G-3201;T-18;P-65979;T-18;90'+1';90;1;second half, stoppage time;0;0
3278;G-3203;T-09;P-87008;T-09;90'+7';90;7;second half, stoppage time;0;0
3279;G-3202;T-09;P-37171;T-09;90'+1';90;1;second half, stoppage time;0;0
3280;G-3205;T-50;P-19591;T-50;75';75;0;second half;0;0
3281;G-3204;T-50;P-19591;T-50;49';49;0;second half;0;0
3282;G-3206;T-66;P-85696;T-66;5';5;0;first half;0;0
3283;G-3208;T-75;P-39460;T-75;90';90;0;second half;0;0
3284;G-3207;T-75;P-77224;T-75;52';52;0;second half;0;0
3285;G-3210;T-06;P-72637;T-06;16';16;0;first half;0;0
3286;G-3209;T-06;P-72011;T-06;6';6;0;first half;0;1
3287;G-3214;T-06;P-13975;T-06;90';90;0;second half;0;0
3288;G-3215;T-79;P-42223;T-79;90'+3';90;3;second half, stoppage time;0;0
3289;G-3211;T-79;P-11879;T-79;18';18;0;first half;0;0
3290;G-3213;T-06;P-72011;T-06;51';51;0;second half;0;0
3291;G-3212;T-06;P-72637;T-06;45'+3';45;3;first half, stoppage time;0;0
3292;G-3216;T-46;P-68042;T-46;26';26;0;first half;0;1
3293;G-3217;T-46;P-36515;T-46;66';66;0;second half;0;0
3294;G-3218;T-71;P-77335;T-71;90'+3';90;3;second half, stoppage time;0;0
3295;G-3220;T-31;P-94447;T-31;48';48;0;second half;0;0
3296;G-3219;T-74;P-10221;T-74;32';32;0;first half;0;0
3297;G-3221;T-31;P-39356;T-31;90'+5';90;5;second half, stoppage time;0;0
3298;G-3228;T-54;P-76368;T-54;78';78;0;second half;0;0
3299;G-3226;T-28;P-58924;T-28;45'+1';45;1;first half, stoppage time;0;1
3300;G-3224;T-28;P-63620;T-28;36';36;0;first half;0;0
3301;G-3223;T-28;P-58924;T-28;22';22;0;first half;0;1
3302;G-3227;T-28;P-58924;T-28;62';62;0;second half;0;0
3303;G-3222;T-28;P-92628;T-28;8';8;0;first half;0;0
3304;G-3225;T-28;P-92628;T-28;40';40;0;first half;0;0
3305;G-3229;T-65;P-79299;T-65;11';11;0;first half;0;0
3306;G-3232;T-44;P-33175;T-44;78';78;0;second half;0;0
3307;G-3230;T-44;P-89984;T-44;34';34;0;first half;0;0
3308;G-3231;T-65;P-57411;T-65;71';71;0;second half;0;0
3309;G-3233;T-16;P-43196;T-16;40';40;0;first half;0;0
3310;G-3235;T-16;P-83216;T-16;75';75;0;second half;0;0
3311;G-3234;T-16;P-74655;T-16;70';70;0;second half;0;0
3312;G-3238;T-63;P-70583;T-63;90'+5';90;5;second half, stoppage time;0;0
3313;G-3237;T-63;P-93688;T-63;45'+6';45;6;first half, stoppage time;0;1
3314;G-3236;T-26;P-75890;T-26;22';22;0;first half;0;0
3315;G-3239;T-84;P-30486;T-84;10';10;0;first half;0;0
3316;G-3241;T-84;P-59138;T-84;90';90;0;second half;0;0
